"Series.Code","Indicator.Name","Long.definition","Percent.Video","Percent.Total"
"HF.IMM.FULL.Q5","Immunization, full (% of children ages 15-23 months): Q5 (highest)","Percentage of children age 15-23 months who received Bacillus Calmette-Guerin (BCG), measles/Measles-Mumps-Rubella (MMR), 3 doses of polio (excluding polio given at birth) and 3 doses of diphtheria-pertussis-tetanus (DPT)/Pentavalent vaccinations, either verified by vaccination card or by recall of respondent",0.559440559440559,0.538071065989848
"HF.STA.MALN.ZS","Prevalence of underweight, weight for age (% of children under 5)","Percentage of children under 5 with a Weight-for-Age z-score <-2 standard deviations from the reference median (z-score calculated using WHO 2006 Child Growth Standards)",0.559440559440559,0.532994923857868
"HF.STA.STNT.ZS","Prevalence of stunting, height for age (% of children under 5)","Percentage of children under 5 with a Height-for-Age z-score <-2 standard deviations from the reference median (z-score calculated using WHO 2006 Child Growth Standards)",0.559440559440559,0.532994923857868
"SE.TER.CUAT.DO.FE.ZS","Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)","The percentage of population ages 25 and over that attained or completed Doctoral or equivalent.",0.557823129251701,0.388679245283019
"SE.TER.CUAT.DO.MA.ZS","Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)","The percentage of population ages 25 and over that attained or completed Doctoral or equivalent.",0.557823129251701,0.388679245283019
"SE.TER.CUAT.DO.ZS","Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","The percentage of population ages 25 and over that attained or completed Doctoral or equivalent.",0.557823129251701,0.388679245283019
"SH.HIV.ORPH","Children orphaned by HIV/AIDS","Number of children orphaned by HIV/AIDS is the estimated number of children who have lost their mother or both parents to AIDS before age 15 since the epidemic began. Some of the orphaned children included in this cumulative total are no longer alive; others are no longer under age 15.",0.557823129251701,0.379699248120301
"FB.CBK.BRWR.P3","Borrowers from commercial banks (per 1,000 adults)","Borrowers from commercial banks are the reported number of resident customers that are nonfinancial corporations (public and private) and households who obtained loans from commercial banks and other banks functioning as commercial banks. For many countries data cover the total number of loan accounts due to lack of information on loan account holders.",0.557823129251701,0.575187969924812
"SE.SEC.TCAQ.UP.FE.ZS","Trained teachers in upper secondary education, female (% of female teachers)","Trained teachers in upper secondary education are the percentage of upper secondary school teachers who have received the minimum organized teacher training (pre-service or in-service) required for teaching in a given country.",0.557823129251701,0.575187969924812
"SE.SEC.TCAQ.UP.MA.ZS","Trained teachers in upper secondary education, male (% of male teachers)","Trained teachers in upper secondary education are the percentage of upper secondary school teachers who have received the minimum organized teacher training (pre-service or in-service) required for teaching in a given country.",0.557823129251701,0.575187969924812
"SL.TLF.0714.SW.FE.ZS","Children in employment, study and work, female (% of female children in employment, ages 7-14)","Children in employment refer to children involved in economic activity for at least one hour in the reference week of the survey. Study and work refer to children attending school in combination with economic activity.",0.557823129251701,0.379699248120301
"SL.TLF.0714.SW.MA.ZS","Children in employment, study and work, male (% of male children in employment, ages 7-14)","Children in employment refer to children involved in economic activity for at least one hour in the reference week of the survey. Study and work refer to children attending school in combination with economic activity.",0.557823129251701,0.379699248120301
